L1	L2	D'	LOD	r^2	CIlow	CIhi	Dist	T-int
rs1025014	rs7700282	0.435	4.23	0.182	0.26	0.58	128363	-
rs1025014	rs7722476	0.664	2.51	0.091	0.33	0.84	128513	-
rs1025014	rs4276433	0.02	0.0	0.0	0.0	0.51	136320	-
rs1025014	rs919258	1.0	0.92	0.014	0.14	0.99	139808	-
rs1025014	rs297961	0.482	0.2	0.006	0.04	0.87	147204	-
rs1025014	rs17061883	0.28	1.19	0.04	0.08	0.51	148335	-
rs1025014	rs297966	1.0	0.92	0.014	0.14	0.99	149764	-
rs1025014	rs297968	0.04	0.0	0.0	0.0	0.52	151067	-
rs1025014	rs10074453	0.045	0.07	0.002	-0.01	0.22	151845	-
rs1025014	rs4301242	1.0	0.92	0.014	0.14	0.99	155007	-
rs1025014	rs12654614	0.312	1.36	0.047	0.1	0.55	155707	-
rs1025014	rs12657750	0.253	1.05	0.035	0.07	0.48	158276	-
rs1025014	rs177075	0.441	3.6	0.148	0.25	0.6	159665	-
rs1025014	rs2217265	0.481	1.23	0.047	0.14	0.72	160026	-
rs1025014	rs294598	0.116	0.32	0.012	0.01	0.3	161815	-
rs1025014	rs294597	0.244	0.59	0.023	0.04	0.48	162008	-
rs1025014	rs297951	0.573	2.35	0.08	0.27	0.77	164695	-
rs1025014	rs1433779	1.0	0.6	0.007	0.09	0.99	165115	-
rs1025014	rs294594	0.156	0.55	0.022	0.02	0.34	165623	-
rs1025014	rs985254	0.455	1.0	0.044	0.11	0.7	167403	-
rs1025014	rs10037424	1.0	0.6	0.007	0.09	0.99	167662	-
rs1025014	rs294588	0.386	1.11	0.041	0.11	0.62	168567	-
rs1025014	rs294587	0.183	0.34	0.013	0.02	0.43	169110	-
rs1025014	rs6862542	0.279	0.61	0.024	0.05	0.53	178401	-
rs1025014	rs294580	0.2	0.36	0.013	0.02	0.45	184102	-
rs1025014	rs6876181	0.506	0.47	0.015	0.07	0.82	191387	-
rs1025014	rs1432655	0.442	0.6	0.025	0.07	0.74	198834	-
rs1025014	rs1433781	0.442	0.6	0.025	0.07	0.74	204061	-
rs1025014	rs17668553	1.0	0.5	0.009	0.08	0.98	207916	-
rs1025014	rs159199	0.278	0.42	0.02	0.03	0.56	211149	-
rs1025014	rs292410	0.586	1.12	0.04	0.16	0.82	213437	-
rs1025014	rs6878378	0.139	0.39	0.017	0.01	0.33	215996	-
rs1025014	rs3849745	0.534	0.82	0.025	0.11	0.8	228653	-
rs1025014	rs6880977	0.534	0.82	0.025	0.11	0.8	229175	-
rs1025014	rs3910253	0.091	0.03	0.001	0.0	0.48	231304	-
rs1025014	rs10070913	0.3	1.36	0.061	0.1	0.5	233300	-
rs1025014	rs3910251	0.008	0.0	0.0	0.0	0.45	236573	-
rs1025014	rs693845	0.008	0.0	0.0	0.0	0.45	237994	-
rs1025014	rs158836	0.111	0.12	0.005	0.0	0.38	239303	-
rs1025014	rs158842	0.543	1.73	0.079	0.21	0.75	242932	-
rs1025014	rs158845	0.534	1.63	0.075	0.2	0.75	243650	-
rs1025014	rs166078	0.543	1.73	0.079	0.21	0.75	244408	-
rs1025014	rs149402	0.243	0.46	0.022	0.03	0.49	244627	-
rs1025014	rs566509	1.0	0.62	0.014	0.09	0.99	248751	-
rs1025014	rs158850	0.291	0.91	0.038	0.07	0.51	253584	-
rs1025014	rs6893725	0.023	0.02	0.0	-0.01	0.21	254008	-
rs1025014	rs17062147	1.0	0.62	0.014	0.09	0.99	255081	-
rs1025014	rs158851	0.428	1.02	0.042	0.11	0.67	255718	-
rs1025014	rs158829	1.0	1.05	0.031	0.17	0.99	259021	-
rs1025014	rs537788	0.101	0.04	0.002	0.01	0.47	259857	-
rs1025014	rs424217	0.375	1.34	0.059	0.12	0.59	267894	-
rs1025014	rs509502	0.607	1.14	0.058	0.17	0.83	268442	-
rs1025014	rs292404	1.0	1.05	0.031	0.17	0.99	270732	-
rs1025014	rs292406	0.38	1.39	0.062	0.13	0.59	272151	-
rs1025014	rs3133041	0.945	0.39	0.03	0.07	0.98	273478	-
rs1025014	rs558968	0.736	1.71	0.086	0.28	0.9	280130	-
rs1025014	rs10057965	0.011	0.0	0.0	-0.01	0.26	289860	-
rs1025014	rs531314	0.238	0.65	0.025	0.04	0.5	294672	-
rs1025014	rs489835	0.06	0.01	0.0	0.01	0.55	296853	-
rs1025014	rs4869096	0.047	0.04	0.002	0.0	0.26	307103	-
rs1025014	rs516512	0.516	0.29	0.012	0.05	0.87	307687	-
rs1025014	rs520002	0.484	0.42	0.021	0.06	0.82	308031	-
rs1025014	rs13328108	0.005	0.0	0.0	-0.01	0.26	309637	-
rs1025014	rs497083	0.172	0.13	0.005	0.01	0.52	310694	-
rs1025014	rs580015	0.156	0.1	0.003	0.01	0.51	313912	-
rs1025014	rs10515864	0.025	0.01	0.001	-0.01	0.24	322907	-
rs1025014	rs17610788	0.043	0.02	0.001	0.0	0.32	335519	-
rs1025014	rs642305	0.133	0.06	0.003	0.01	0.53	336755	-
rs1025014	rs17538699	0.306	0.08	0.003	0.03	0.83	340185	-
rs9313968	rs13172782	1.0	10.54	0.295	0.84	1.0	3985	292.57
rs9313968	rs4307107	1.0	34.95	0.836	0.94	1.0	9233	-
rs9313968	rs299304	1.0	5.76	0.173	0.73	1.0	14617	-
rs9313968	rs427056	0.947	9.03	0.271	0.76	0.99	17654	-
rs9313968	rs2069347	0.958	30.52	0.768	0.88	0.99	35090	-
rs9313968	rs2303076	0.933	6.86	0.213	0.7	0.99	55545	-
rs9313968	rs299287	1.0	12.91	0.374	0.87	1.0	61314	-
rs9313968	rs299284	1.0	3.88	0.143	0.63	1.0	64545	-
rs9313968	rs299283	1.0	12.91	0.374	0.87	1.0	64751	-
rs9313968	rs299290	1.0	10.58	0.325	0.85	1.0	70411	-
rs9313968	rs299295	0.892	6.78	0.265	0.68	0.97	77611	-
rs9313968	rs11748030	0.845	4.41	0.162	0.55	0.95	84308	-
rs9313968	rs4599554	0.736	2.59	0.118	0.38	0.89	87494	-
rs9313968	rs10038157	1.0	4.0	0.126	0.63	1.0	92681	-
rs9313968	rs10515861	0.767	8.29	0.314	0.59	0.87	98642	-
rs9313968	rs7722729	0.444	0.87	0.042	0.1	0.7	110331	-
rs9313968	rs17061797	0.559	2.0	0.068	0.24	0.76	112235	-
rs9313968	rs4869089	0.0	0.0	0.0	-0.01	0.21	112303	-
rs9313968	rs7716203	0.231	0.97	0.046	0.05	0.39	115779	-
rs9313968	rs729352	0.52	2.81	0.111	0.28	0.69	117110	-
rs9313968	rs1496864	0.265	0.67	0.029	0.05	0.49	125522	-
rs9313968	rs7700282	0.395	0.52	0.026	0.06	0.69	126206	-
rs9313968	rs7722476	0.369	2.48	0.106	0.18	0.52	126356	-
rs9313968	rs4276433	0.342	1.2	0.049	0.1	0.54	134163	-
rs9313968	rs919258	0.096	0.02	0.001	0.01	0.57	137651	-
rs9313968	rs297961	0.641	1.46	0.066	0.22	0.85	145047	-
rs9313968	rs17061883	0.095	0.02	0.001	0.01	0.57	146178	-
rs9313968	rs297966	0.096	0.02	0.001	0.01	0.57	147607	-
rs9313968	rs297968	0.347	1.24	0.051	0.1	0.55	148910	-
rs9313968	rs10074453	0.131	0.1	0.003	0.01	0.45	149688	-
rs9313968	rs4301242	0.096	0.02	0.001	0.01	0.57	152850	-
rs9313968	rs12654614	0.209	0.1	0.003	0.02	0.64	153550	-
rs9313968	rs12657750	0.174	0.08	0.003	0.01	0.59	156119	-
rs9313968	rs177075	0.215	0.23	0.01	0.02	0.53	157508	-
rs9313968	rs2217265	0.155	0.31	0.019	0.01	0.35	157869	-
rs9313968	rs294598	0.048	0.01	0.0	0.0	0.41	159658	-
rs9313968	rs294597	0.177	0.28	0.013	0.01	0.42	159851	-
rs9313968	rs297951	0.17	0.37	0.019	0.02	0.37	162538	-
rs9313968	rs1433779	0.0	0.0	0.0	0.01	0.72	162958	-
rs9313968	rs294594	0.0	-0.0	0.0	0.0	0.39	163466	-
rs9313968	rs985254	0.18	0.43	0.025	0.02	0.37	165246	-
rs9313968	rs10037424	0.0	0.0	0.0	0.01	0.72	165505	-
rs9313968	rs294588	0.169	0.35	0.017	0.01	0.38	166410	-
rs9313968	rs294587	0.188	0.35	0.015	0.02	0.42	166953	-
rs9313968	rs6862542	0.212	0.5	0.023	0.03	0.42	176244	-
rs9313968	rs294580	0.048	0.03	0.001	0.0	0.28	181945	-
rs9313968	rs6876181	0.107	0.1	0.004	0.0	0.38	189230	-
rs9313968	rs1432655	0.104	0.21	0.009	0.0	0.29	196677	-
rs9313968	rs1433781	0.104	0.21	0.009	0.0	0.29	201904	-
rs9313968	rs17668553	0.0	0.0	0.0	0.01	0.58	205759	-
rs9313968	rs159199	0.104	0.15	0.007	0.0	0.32	208992	-
rs9313968	rs292410	0.184	0.56	0.024	0.02	0.36	211280	-
rs9313968	rs6878378	0.132	0.07	0.003	0.01	0.51	213839	-
rs9313968	rs3849745	0.259	0.99	0.037	0.06	0.44	226496	-
rs9313968	rs6880977	0.259	0.99	0.037	0.06	0.44	227018	-
rs9313968	rs3910253	0.154	0.63	0.02	0.02	0.3	229147	-
rs9313968	rs10070913	0.228	0.11	0.006	0.02	0.65	231143	-
rs9313968	rs3910251	0.147	0.51	0.017	0.02	0.31	234416	-
rs9313968	rs693845	0.147	0.51	0.017	0.02	0.31	235837	-
rs9313968	rs158836	0.059	0.04	0.001	0.0	0.32	237146	-
rs9313968	rs158842	0.0	0.0	0.0	-0.01	0.27	240775	-
rs9313968	rs158845	0.03	0.01	0.001	0.0	0.28	241493	-
rs9313968	rs166078	0.0	0.0	0.0	-0.01	0.27	242251	-
rs9313968	rs149402	0.033	0.01	0.0	0.0	0.31	242470	-
rs9313968	rs566509	0.287	0.21	0.007	0.03	0.67	246594	-
rs9313968	rs158850	0.048	0.01	0.001	0.0	0.38	251427	-
rs9313968	rs6893725	0.297	0.39	0.015	0.04	0.6	251851	-
rs9313968	rs17062147	0.287	0.21	0.007	0.03	0.67	252924	-
rs9313968	rs158851	0.105	0.16	0.008	0.0	0.31	253561	-
rs9313968	rs158829	0.31	0.41	0.018	0.04	0.61	256864	-
rs9313968	rs537788	0.102	0.19	0.008	0.0	0.29	257700	-
rs9313968	rs424217	0.046	0.01	0.001	0.0	0.37	265737	-
rs9313968	rs509502	0.129	0.34	0.016	0.01	0.3	266285	-
rs9313968	rs292404	0.31	0.41	0.018	0.04	0.61	268575	-
rs9313968	rs292406	0.02	0.0	0.0	0.0	0.35	269994	-
rs9313968	rs3133041	0.173	0.14	0.006	0.01	0.51	271321	-
rs9313968	rs558968	0.129	0.34	0.016	0.01	0.3	277973	-
rs9313968	rs10057965	0.256	0.45	0.02	0.03	0.51	287703	-
rs9313968	rs531314	0.265	0.13	0.005	0.02	0.71	292515	-
rs9313968	rs489835	0.333	1.56	0.064	0.12	0.51	294696	-
rs9313968	rs4869096	0.165	0.13	0.005	0.01	0.5	304946	-
rs9313968	rs516512	0.618	2.69	0.104	0.32	0.8	305530	-
rs9313968	rs520002	0.231	0.64	0.03	0.04	0.43	305874	-
rs9313968	rs13328108	0.513	0.67	0.033	0.09	0.79	307480	-
rs9313968	rs497083	0.121	0.31	0.014	0.01	0.29	308537	-
rs9313968	rs580015	0.188	0.7	0.031	0.03	0.35	311755	-
rs9313968	rs10515864	0.061	0.02	0.001	0.0	0.45	320750	-
rs9313968	rs17610788	0.183	0.27	0.012	0.01	0.44	333362	-
rs9313968	rs642305	0.169	0.65	0.027	0.02	0.32	334598	-
rs9313968	rs17538699	0.53	1.54	0.065	0.19	0.75	338028	-
rs13172782	rs4307107	0.901	8.33	0.286	0.71	0.97	5248	282.92
rs13172782	rs299304	0.779	1.28	0.031	0.22	0.94	10632	-
rs13172782	rs427056	0.922	28.98	0.829	0.84	0.97	13669	-
rs13172782	rs2069347	0.668	4.78	0.158	0.44	0.82	31105	-
rs13172782	rs2303076	0.812	16.03	0.547	0.68	0.9	51560	-
rs13172782	rs299287	0.393	0.55	0.017	0.06	0.69	57329	-
rs13172782	rs299284	1.0	1.88	0.042	0.34	1.0	60560	-
rs13172782	rs299283	0.393	0.55	0.017	0.06	0.69	60766	-
rs13172782	rs299290	0.401	0.56	0.015	0.06	0.69	66426	-
rs13172782	rs299295	0.26	0.23	0.007	0.02	0.6	73626	-
rs13172782	rs11748030	0.531	5.3	0.218	0.35	0.67	80323	-
rs13172782	rs4599554	0.746	1.09	0.036	0.18	0.93	83509	-
rs13172782	rs10038157	0.103	0.14	0.005	0.0	0.35	88696	-
rs13172782	rs10515861	0.565	1.28	0.05	0.17	0.79	94657	-
rs13172782	rs7722729	0.73	0.98	0.033	0.16	0.92	106346	-
rs13172782	rs17061797	0.193	0.8	0.027	0.04	0.37	108250	-
rs13172782	rs4869089	0.542	3.19	0.113	0.3	0.71	108318	-
rs13172782	rs7716203	0.756	4.55	0.146	0.49	0.89	111794	-
rs13172782	rs729352	0.744	2.02	0.067	0.32	0.91	113125	-
rs13172782	rs1496864	0.376	0.4	0.017	0.05	0.71	121537	-
rs13172782	rs7700282	0.622	0.52	0.019	0.08	0.9	122221	-
rs13172782	rs7722476	0.216	0.25	0.011	0.02	0.51	122371	-
rs13172782	rs4276433	0.004	0.0	0.0	0.0	0.47	130178	-
rs13172782	rs919258	0.309	0.71	0.028	0.06	0.57	133666	-
rs13172782	rs297961	0.042	0.02	0.001	0.0	0.3	141062	-
rs13172782	rs17061883	1.0	1.39	0.024	0.24	1.0	142193	-
rs13172782	rs297966	0.309	0.71	0.028	0.06	0.57	143622	-
rs13172782	rs297968	0.014	0.0	0.0	-0.01	0.24	144925	-
rs13172782	rs10074453	0.046	0.0	0.0	0.01	0.63	145703	-
rs13172782	rs4301242	0.309	0.71	0.028	0.06	0.57	148865	-
rs13172782	rs12654614	1.0	1.27	0.023	0.21	1.0	149565	-
rs13172782	rs12657750	1.0	1.22	0.026	0.2	1.0	152134	-
rs13172782	rs177075	0.489	0.43	0.015	0.06	0.82	153523	-
rs13172782	rs2217265	0.562	1.88	0.074	0.24	0.76	153884	-
rs13172782	rs294598	0.479	0.39	0.012	0.06	0.81	155673	-
rs13172782	rs294597	0.407	0.61	0.02	0.07	0.7	155866	-
rs13172782	rs297951	0.68	2.65	0.09	0.35	0.85	158553	-
rs13172782	rs1433779	0.448	0.61	0.028	0.08	0.76	158973	-
rs13172782	rs294594	0.54	0.55	0.015	0.08	0.83	159481	-
rs13172782	rs985254	0.37	0.88	0.031	0.08	0.62	161261	-
rs13172782	rs10037424	0.448	0.61	0.028	0.08	0.76	161520	-
rs13172782	rs294588	0.502	1.37	0.043	0.16	0.73	162425	-
rs13172782	rs294587	0.238	0.22	0.007	0.02	0.57	162968	-
rs13172782	rs6862542	0.251	0.25	0.01	0.02	0.58	172259	-
rs13172782	rs294580	0.41	0.75	0.024	0.08	0.68	177960	-
rs13172782	rs6876181	0.228	0.86	0.041	0.05	0.4	185245	-
rs13172782	rs1432655	0.483	2.48	0.085	0.24	0.67	192692	-
rs13172782	rs1433781	0.483	2.48	0.085	0.24	0.67	197919	-
rs13172782	rs17668553	0.343	0.56	0.023	0.06	0.65	201774	-
rs13172782	rs159199	0.534	1.68	0.051	0.21	0.75	205007	-
rs13172782	rs292410	0.469	2.51	0.09	0.23	0.65	207295	-
rs13172782	rs6878378	0.057	0.0	0.0	0.01	0.64	209854	-
rs13172782	rs3849745	0.37	2.14	0.073	0.17	0.54	222511	-
rs13172782	rs6880977	0.37	2.14	0.073	0.17	0.54	223033	-
rs13172782	rs3910253	0.305	1.05	0.032	0.08	0.51	225162	-
rs13172782	rs10070913	1.0	1.11	0.032	0.18	0.99	227158	-
rs13172782	rs3910251	0.268	0.82	0.027	0.06	0.48	230431	-
rs13172782	rs693845	0.268	0.82	0.027	0.06	0.48	231852	-
rs13172782	rs158836	0.379	0.5	0.017	0.05	0.68	233161	-
rs13172782	rs158842	0.513	1.16	0.046	0.14	0.75	236790	-
rs13172782	rs158845	0.526	1.26	0.05	0.16	0.76	237508	-
rs13172782	rs166078	0.513	1.16	0.046	0.14	0.75	238266	-
rs13172782	rs149402	0.388	0.54	0.019	0.06	0.69	238485	-
rs13172782	rs566509	0.198	0.27	0.012	0.02	0.49	242609	-
rs13172782	rs158850	0.807	1.64	0.069	0.29	0.95	247442	-
rs13172782	rs6893725	0.003	0.0	0.0	0.01	0.63	247866	-
rs13172782	rs17062147	0.198	0.27	0.012	0.02	0.49	248939	-
rs13172782	rs158851	0.427	0.96	0.037	0.1	0.67	249576	-
rs13172782	rs158829	0.129	0.26	0.011	0.01	0.34	252879	-
rs13172782	rs537788	0.247	0.35	0.013	0.03	0.53	253715	-
rs13172782	rs424217	0.819	1.78	0.076	0.31	0.95	261752	-
rs13172782	rs509502	0.338	0.84	0.034	0.07	0.57	262300	-
rs13172782	rs292404	0.129	0.26	0.011	0.01	0.34	264590	-
rs13172782	rs292406	0.815	1.73	0.075	0.3	0.95	266009	-
rs13172782	rs3133041	0.111	0.2	0.009	0.0	0.31	267336	-
rs13172782	rs558968	0.338	0.84	0.034	0.07	0.57	273988	-
rs13172782	rs10057965	0.023	0.01	0.001	-0.01	0.22	283718	-
rs13172782	rs531314	1.0	0.55	0.021	0.09	0.98	288530	-
rs13172782	rs489835	0.071	0.02	0.001	0.0	0.46	290711	-
rs13172782	rs4869096	0.105	0.15	0.007	0.0	0.32	300961	-
rs13172782	rs516512	0.275	0.14	0.006	0.02	0.7	301545	-
rs13172782	rs520002	0.073	0.07	0.003	0.0	0.3	301889	-
rs13172782	rs13328108	0.32	1.07	0.044	0.09	0.54	303495	-
rs13172782	rs497083	0.228	0.36	0.015	0.02	0.49	304552	-
rs13172782	rs580015	0.24	0.49	0.02	0.03	0.48	307770	-
rs13172782	rs10515864	0.128	0.25	0.01	0.01	0.34	316765	-
rs13172782	rs17610788	0.156	0.55	0.021	0.02	0.32	329377	-
rs13172782	rs642305	0.099	0.08	0.003	0.0	0.37	330613	-
rs13172782	rs17538699	0.122	0.02	0.001	0.01	0.65	334043	-
rs4307107	rs299304	1.0	7.36	0.207	0.78	1.0	5384	273.6
rs4307107	rs427056	0.953	10.58	0.328	0.79	0.99	8421	-
rs4307107	rs2069347	0.85	26.53	0.722	0.76	0.91	25857	-
rs4307107	rs2303076	0.942	8.14	0.259	0.74	0.99	46312	-
rs4307107	rs299287	0.88	9.49	0.347	0.71	0.96	52081	-
rs4307107	rs299284	1.0	5.2	0.171	0.71	1.0	55312	-
rs4307107	rs299283	0.88	9.49	0.347	0.71	0.96	55518	-
rs4307107	rs299290	1.0	12.82	0.389	0.87	1.0	61178	-
rs4307107	rs299295	0.911	9.37	0.331	0.74	0.97	68378	-
rs4307107	rs11748030	0.862	5.17	0.198	0.6	0.95	75075	-
rs4307107	rs4599554	0.615	1.98	0.098	0.27	0.81	78261	-
rs4307107	rs10038157	1.0	4.25	0.15	0.65	1.0	83448	-
rs4307107	rs10515861	0.721	5.68	0.232	0.51	0.85	89409	-
rs4307107	rs7722729	0.487	1.42	0.06	0.16	0.71	101098	-
rs4307107	rs17061797	0.415	1.27	0.045	0.13	0.64	103002	-
rs4307107	rs4869089	0.054	0.06	0.003	0.0	0.24	103070	-
rs4307107	rs7716203	0.339	1.73	0.083	0.13	0.5	106546	-
rs4307107	rs729352	0.758	5.56	0.196	0.53	0.88	107877	-
rs4307107	rs1496864	0.239	0.65	0.028	0.04	0.45	116289	-
rs4307107	rs7700282	0.352	0.59	0.025	0.06	0.63	116973	-
rs4307107	rs7722476	0.373	2.94	0.129	0.2	0.51	117123	-
rs4307107	rs4276433	0.36	1.4	0.065	0.12	0.55	124930	-
rs4307107	rs919258	0.157	0.07	0.003	0.01	0.59	128418	-
rs4307107	rs297961	0.704	2.21	0.095	0.33	0.88	135814	-
rs4307107	rs17061883	0.057	0.01	0.0	0.01	0.6	136945	-
rs4307107	rs297966	0.157	0.07	0.003	0.01	0.59	138374	-
rs4307107	rs297968	0.368	1.46	0.069	0.13	0.56	139677	-
rs4307107	rs10074453	0.058	0.02	0.001	0.0	0.4	140455	-
rs4307107	rs4301242	0.157	0.07	0.003	0.01	0.59	143617	-
rs4307107	rs12654614	0.047	0.01	0.0	0.01	0.55	144317	-
rs4307107	rs12657750	0.047	0.0	0.0	0.01	0.59	146886	-
rs4307107	rs177075	0.237	0.38	0.014	0.03	0.51	148275	-
rs4307107	rs2217265	0.089	0.11	0.008	0.0	0.29	148636	-
rs4307107	rs294598	0.236	0.22	0.008	0.02	0.57	150425	-
rs4307107	rs294597	0.239	0.65	0.028	0.04	0.45	150618	-
rs4307107	rs297951	0.105	0.17	0.009	0.0	0.3	153305	-
rs4307107	rs1433779	0.192	0.04	0.002	0.02	0.75	153725	-
rs4307107	rs294594	0.236	0.22	0.008	0.02	0.57	154233	-
rs4307107	rs985254	0.132	0.26	0.016	0.01	0.32	156013	-
rs4307107	rs10037424	0.192	0.04	0.002	0.02	0.75	156272	-
rs4307107	rs294588	0.088	0.11	0.005	0.0	0.3	157177	-
rs4307107	rs294587	0.243	0.76	0.03	0.05	0.44	157720	-
rs4307107	rs6862542	0.264	0.96	0.043	0.06	0.45	167011	-
rs4307107	rs294580	0.099	0.16	0.006	0.0	0.3	172712	-
rs4307107	rs6876181	0.026	0.0	0.0	0.0	0.37	179997	-
rs4307107	rs1432655	0.174	0.61	0.029	0.02	0.33	187444	-
rs4307107	rs1433781	0.174	0.61	0.029	0.02	0.33	192671	-
rs4307107	rs17668553	0.01	0.0	0.0	0.01	0.58	196526	-
rs4307107	rs159199	0.036	0.02	0.001	0.0	0.28	199759	-
rs4307107	rs292410	0.121	0.27	0.013	0.01	0.3	202047	-
rs4307107	rs6878378	0.158	0.07	0.004	0.01	0.57	204606	-
rs4307107	rs3849745	0.163	0.44	0.018	0.02	0.35	217263	-
rs4307107	rs6880977	0.163	0.44	0.018	0.02	0.35	217785	-
rs4307107	rs3910253	0.088	0.24	0.008	0.0	0.24	219914	-
rs4307107	rs10070913	0.118	0.03	0.001	0.01	0.62	221910	-
rs4307107	rs3910251	0.105	0.3	0.01	0.0	0.26	225183	-
rs4307107	rs693845	0.105	0.3	0.01	0.0	0.26	226604	-
rs4307107	rs158836	0.077	0.05	0.002	0.0	0.36	227913	-
rs4307107	rs158842	0.017	0.0	0.0	0.0	0.3	231542	-
rs4307107	rs158845	0.047	0.02	0.001	0.0	0.32	232260	-
rs4307107	rs166078	0.017	0.0	0.0	0.0	0.3	233018	-
rs4307107	rs149402	0.001	0.0	0.0	0.0	0.31	233237	-
rs4307107	rs566509	0.289	0.15	0.006	0.03	0.71	237361	-
rs4307107	rs158850	0.01	0.0	0.0	0.0	0.31	242194	-
rs4307107	rs6893725	0.222	0.16	0.007	0.02	0.59	242618	-
rs4307107	rs17062147	0.289	0.15	0.006	0.03	0.71	243691	-
rs4307107	rs158851	0.078	0.07	0.004	0.0	0.31	244328	-
rs4307107	rs158829	0.269	0.25	0.012	0.03	0.61	247631	-
rs4307107	rs537788	0.1	0.16	0.006	0.0	0.3	248467	-
rs4307107	rs424217	0.02	0.0	0.0	0.0	0.31	256504	-
rs4307107	rs509502	0.093	0.15	0.007	0.0	0.28	257052	-
rs4307107	rs292404	0.269	0.25	0.012	0.03	0.61	259342	-
rs4307107	rs292406	0.037	0.01	0.001	0.0	0.33	260761	-
rs4307107	rs3133041	0.098	0.04	0.002	0.01	0.49	262088	-
rs4307107	rs558968	0.072	0.09	0.004	0.0	0.27	268740	-
rs4307107	rs10057965	0.159	0.14	0.007	0.01	0.47	278470	-
rs4307107	rs531314	0.098	0.01	0.001	0.01	0.66	283282	-
rs4307107	rs489835	0.286	0.9	0.039	0.06	0.49	285463	-
rs4307107	rs4869096	0.128	0.08	0.004	0.01	0.47	295713	-
rs4307107	rs516512	0.61	2.04	0.085	0.27	0.8	296297	-
rs4307107	rs520002	0.244	0.61	0.028	0.04	0.46	296641	-
rs4307107	rs13328108	0.431	0.52	0.028	0.06	0.73	298247	-
rs4307107	rs497083	0.097	0.19	0.008	0.0	0.27	299304	-
rs4307107	rs580015	0.152	0.39	0.017	0.01	0.34	302522	-
rs4307107	rs10515864	0.114	0.07	0.003	0.01	0.46	311517	-
rs4307107	rs17610788	0.141	0.19	0.008	0.01	0.39	324129	-
rs4307107	rs642305	0.144	0.41	0.016	0.01	0.32	325365	-
rs4307107	rs17538699	0.514	1.13	0.051	0.14	0.75	328795	-
rs299304	rs427056	0.757	1.12	0.03	0.19	0.93	3037	246.65
rs299304	rs2069347	0.918	5.35	0.174	0.64	0.98	20473	-
rs299304	rs2303076	0.521	0.46	0.011	0.07	0.83	40928	-
rs299304	rs299287	0.854	9.39	0.337	0.66	0.94	46697	-
rs299304	rs299284	0.957	20.53	0.757	0.83	0.99	49928	-
rs299304	rs299283	0.854	9.39	0.337	0.66	0.94	50134	-
rs299304	rs299290	0.864	11.2	0.397	0.69	0.95	55794	-
rs299304	rs299295	0.863	10.87	0.386	0.69	0.95	62994	-
rs299304	rs11748030	0.0	-0.0	0.0	0.01	0.69	69691	-
rs299304	rs4599554	0.765	12.06	0.465	0.61	0.87	72877	-
rs299304	rs10038157	0.474	0.18	0.005	0.04	0.87	78064	-
rs299304	rs10515861	0.768	1.22	0.054	0.21	0.93	84025	-
rs299304	rs7722729	0.609	8.06	0.304	0.44	0.74	95714	-
rs299304	rs17061797	0.58	0.62	0.013	0.09	0.85	97618	-
rs299304	rs4869089	0.658	1.76	0.057	0.26	0.86	97686	-
rs299304	rs7716203	0.545	1.95	0.059	0.23	0.75	101162	-
rs299304	rs729352	0.526	0.75	0.02	0.1	0.8	102493	-
rs299304	rs1496864	0.595	4.26	0.146	0.37	0.76	110905	-
rs299304	rs7700282	0.452	4.76	0.197	0.28	0.6	111589	-
rs299304	rs7722476	0.626	2.58	0.087	0.32	0.81	111739	-
rs299304	rs4276433	0.033	0.0	0.0	0.0	0.52	119546	-
rs299304	rs919258	1.0	0.7	0.015	0.11	0.99	123034	-
rs299304	rs297961	0.539	0.28	0.008	0.05	0.88	130430	-
rs299304	rs17061883	0.27	1.05	0.035	0.07	0.5	131561	-
rs299304	rs297966	1.0	0.7	0.015	0.11	0.99	132990	-
rs299304	rs297968	0.054	0.01	0.0	0.0	0.52	134293	-
rs299304	rs10074453	0.053	0.1	0.003	0.0	0.22	135071	-
rs299304	rs4301242	1.0	0.7	0.015	0.11	0.99	138233	-
rs299304	rs12654614	0.301	1.2	0.04	0.09	0.54	138933	-
rs299304	rs12657750	0.242	0.91	0.029	0.06	0.47	141502	-
rs299304	rs177075	0.444	4.25	0.162	0.27	0.6	142891	-
rs299304	rs2217265	0.465	1.37	0.047	0.15	0.69	143252	-
rs299304	rs294598	0.09	0.21	0.008	0.0	0.27	145041	-
rs299304	rs294597	0.269	0.85	0.03	0.06	0.49	145234	-
rs299304	rs297951	0.551	2.51	0.08	0.27	0.75	147921	-
rs299304	rs1433779	1.0	0.64	0.007	0.09	0.99	148341	-
rs299304	rs294594	0.127	0.4	0.016	0.01	0.3	148849	-
rs299304	rs985254	0.444	1.14	0.045	0.12	0.68	150629	-
rs299304	rs10037424	1.0	0.64	0.007	0.09	0.99	150888	-
rs299304	rs294588	0.389	1.33	0.045	0.12	0.61	151793	-
rs299304	rs294587	0.216	0.56	0.019	0.03	0.44	152336	-
rs299304	rs6862542	0.298	0.84	0.03	0.06	0.53	161627	-
rs299304	rs294580	0.228	0.56	0.019	0.03	0.46	167328	-
rs299304	rs6876181	0.424	0.4	0.012	0.05	0.76	174613	-
rs299304	rs1432655	0.415	0.65	0.024	0.07	0.7	182060	-
rs299304	rs1433781	0.415	0.65	0.024	0.07	0.7	187287	-
rs299304	rs17668553	1.0	0.55	0.01	0.09	0.98	191142	-
